tmdb_id,keyword_id
11859,188294
28387,3616
20927,2778
20927,10235
9102,312
9102,10158
9102,15354
27526,6381
27526,6440
27526,9748
27526,9937
27526,10183
27526,10614
9623,1417
9623,1936
9623,3012
9623,5153
9623,11038
9623,33519
46785,1357
46785,10594
46785,33648
46785,40846
400,494
400,801
400,1422
400,1587
400,1909
400,1977
400,2022
400,2340
400,2708
400,6054
400,6259
400,9748
400,9826
400,10183
400,10391
400,10738
400,11221
400,13142
400,14819
400,33625
400,34094
880,236
880,240
880,460
880,490
880,570
880,791
880,936
880,1842
880,1956
880,2383
880,3154
880,3371
880,4129
880,4402
880,5331
880,6009
880,6089
880,6145
880,9457
880,10180
880,10707
880,11925
880,13160
880,187056
8447,4034
8447,7579
8447,14760
8447,182662
8447,208526
10534,2082
10534,2913
10534,3180
10534,10349
10534,10683
10534,18068
10534,46962
10534,167836
10534,167837
10534,167843
10534,167861
10534,167863
10534,167868
10534,168683
10534,208992
17414,5306
17414,5572
17414,10624
17414,14762
17414,158039
13997,169078
13997,169079
13997,169085
13997,169086
13997,169097
13997,187056
2086,441
2086,477
2086,6078
2086,12670
9095,964
9095,1299
9095,10124
9095,156033
9095,191009
9095,207928
12158,3133
12158,3630
9283,155808
9208,720
9208,1261
9208,1316
9208,1353
9208,1666
9208,1825
9208,3203
9208,5572
9208,8122
9208,9052
9208,10085
9208,12371
9208,13008
9208,14601
9208,15263
9208,18034
9208,162365
9208,208547
9208,209476
9208,214472
9208,215861
9208,219869
406,90
406,376
406,379
406,642
406,796
406,898
406,1419
406,1952
406,1974
406,1975
406,3925
406,9748
406,14632
406,14819
406,15090
406,156052
406,156702
406,160910
11062,417
11062,1568
11062,1601
11062,1919
11062,2231
11062,2946
11062,4654
11062,5340
11062,6149
11062,14964
13685,380
13685,642
13685,1437
13685,2568
13685,2669
13685,10183
13685,10323
13685,13097
13685,14604
13685,15274
13685,187710
13685,187717
2045,1157
2045,1706
2045,6149
2045,9826
2045,9937
2045,10937
2045,160313
2045,163114
2045,168069
9614,936
9614,1872
9614,2702
9614,6075
9614,6128
688,455
688,596
688,699
688,1003
688,1157
688,2029
688,2038
688,2784
688,3450
688,3451
688,3452
688,4402
688,5809
688,6025
688,6059
688,7879
688,221355
10874,2041
10874,4418
10874,6300
10874,6956
197,30
197,388
197,930
197,3754
197,4097
197,6987
197,162845
197,189433
103,422
103,444
103,1523
103,2231
103,4225
103,7002
103,7368
103,9622
103,11325
103,33625
103,167104
33542,242
33542,779
33542,1545
33542,2987
33542,4640
33542,10726
33542,13027
33542,33461
33542,161307
33542,179431
16934,212
16934,351
16934,9672
16934,9826
16934,10714
16934,11857
16934,13130
16934,15106
16934,232550
16934,234682
11066,2273
11066,2336
11066,3836
11066,6779
11066,7769
11066,8642
11066,9094
11104,1595
11104,3391
11104,5490
11104,6618
11104,9840
11104,12354
11104,180294
11104,185265
11104,185266
2074,5498
2074,6230
2074,6231
2074,10183
27793,334
27793,2343
11863,550
11863,582
11863,5340
11863,9826
9101,339
9101,4410
9101,9789
9302,238179
9302,238241
9302,238242
11000,237
11000,824
11000,1013
11000,1196
11000,1862
11000,2944
11000,6083
11000,158718
11000,201554
11000,210608
16388,9673
16388,10183
16388,12392
16388,188993
16388,208725
9737,416
9737,703
9737,772
9737,822
9737,1666
9737,3688
9737,4009
9737,9844
9737,11730
9737,12371
9737,14601
9737,14707
9737,14967
9737,15483
9737,18026
9737,166856
9737,167114
9737,167115
9737,167119
9737,167124
9737,167128
9737,219404
9737,226376
30765,478
30765,8531
30765,8723
10474,6075
10474,6496
10474,6782
10474,9713
10474,14964
30157,10183
568,305
568,1196
568,1432
568,2345
568,4776
568,9609
568,9672
568,9882
568,10084
568,10349
568,10617
568,14601
568,14626
568,156395
568,184994
568,189098
568,193479
568,226233
568,226234
568,226235
568,226236
11780,388
11780,5565
11780,160279
11780,208070
11780,220446
34996,242
34996,490
34996,3133
34996,11221
34996,12105
34996,14819
414,483
414,849
414,3259
414,6969
414,9104
414,9715
414,10486
414,10525
414,11268
414,14819
414,15009
414,33518
414,33626
414,33981
414,34156
414,156116
414,157166
414,157583
414,163455
414,170383
414,170652
649,549
649,596
649,848
649,851
649,931
649,1157
649,1411
649,1566
649,2316
649,2486
649,3260
649,10183
1873,5499
1873,5855
1873,13005
5894,919
5894,1901
5894,3170
5894,6357
5894,6458
5894,10183
8839,3335
8839,6054
8839,6152
8839,6155
8839,9713
8839,15017
8839,162846
8839,189449
8839,193545
8839,202322
8839,206813
8839,206834
20649,11505
20649,13008
20649,14964
20649,18026
10329,690
10329,2521
10329,3379
10329,33461
8963,339
8963,1860
8963,2139
8963,2534
8963,3312
8963,4123
8963,4410
8963,4933
8963,6791
8963,162365
8963,198423
8963,217133
8963,221092
8963,226740
8963,226741
8963,226742
26564,1353
26564,5565
26564,14893
8068,75
8068,139
8068,502
8068,534
8068,797
8068,953
8068,2483
8068,2708
8068,3458
8068,9748
8068,10044
8068,10950
8068,14575
8068,14601
8068,14687
8068,14707
8068,18026
8068,41372
8068,154889
8068,187844
8068,226790
8512,5823
8512,9826
8512,12670
8512,155790
8512,195402
8512,207268
1572,258
1572,444
1572,483
1572,642
1572,703
1572,720
1572,1321
1572,1552
1572,3799
1572,5572
1572,6149
1572,9663
1572,9758
1572,10950
1572,14512
1572,14601
1572,14819
1572,15483
1572,18525
1572,177309
1572,187844
1572,188329
1572,192707
1572,219404
1572,226838
13552,572
13552,1664
13552,2483
13552,2652
13552,9937
13552,13017
13552,180340
6520,3966
6520,10466
6520,10982
6520,177128
6520,177129
9073,2526
9073,4676
9073,155529
10428,293
10428,2157
10428,2483
10428,2812
10428,4563
10428,6104
10428,9835
10428,9864
10428,11615
10428,12190
10428,13130
10428,14512
10428,41249
10428,155555
10428,160840
17447,237
17447,740
17447,10181
17447,165770
9886,2588
9886,3321
9886,4565
9886,6135
9886,6566
9886,8662
9886,10919
9886,12190
9482,934
9482,4458
9482,4565
9482,9717
9482,15090
9482,18712
9482,160159
9482,162988
9482,180172
9482,182703
9482,182706
9482,182709
9482,182711
9482,203165
9482,236590
19326,6593
19326,8881
19326,9465
19326,10183
19326,10639
19326,10640
9344,1525
9344,2201
9071,1388
9071,10183
9071,11614
8973,3419
8973,6152
8973,6333
8973,6506
8973,173162
8973,221387
47608,1252
47608,3616
47608,10049
47608,41329
47608,187056
2293,572
2293,4325
2293,8631
2293,41175
2293,157690
2293,162296
2293,168033
2293,171329
2293,171343
2293,171346
2293,179430
9070,10988
9070,12667
9070,155030
9070,173577
9070,191474
9070,201635
9070,203223
9070,203224
48787,3713
48787,6149
48787,9826
48787,10392
48787,197452
1642,1332
1642,2547
1642,2812
1642,3713
1642,6104
1642,10333
11472,970
11472,1009
11472,6038
11472,13149
11472,168386
36196,295
36196,8508
36196,10183
36196,11678
36196,187056
36196,207447
11980,290
11980,3648
11980,9511
32646,572
32646,852
32646,1279
32646,3451
32646,6305
32646,6898
32646,10183
32646,12097
32646,15106
32646,40895
32646,189449
32646,202579
32646,235410
32646,235411
10533,818
10533,2871
10533,10223
10533,13149
10533,15060
10533,34094
10802,246
10802,293
10802,1663
10802,2874
10802,3182
10802,4378
10802,7017
10149,919
10149,1621
10149,3170
10149,6458
10149,8736
10149,10183
10149,13028
18402,2673
18402,7323
18402,9672
18402,18035
9348,1475
9348,1718
9348,2340
9348,6017
9348,6245
9348,9016
9348,9951
9348,10562
9348,11181
9348,11190
9348,12670
9348,163481
9348,163561
9348,234319
9348,235513
281,445
281,549
281,570
281,796
281,1566
281,1595
281,2964
281,3088
281,4562
281,4563
281,4565
281,4566
281,6149
281,8440
281,9826
281,12190
281,12670
281,14819
281,15009
281,155790
281,162845
281,187056
5967,3296
5967,3344
5967,4344
5967,6091
5967,9457
47939,1480
47939,13017
47939,15162
47939,158534
47939,187056
36834,1310
36834,5933
36834,187056
9090,108
9090,237
9090,242
9090,824
9090,1013
9090,9935
9090,167043
9090,187056
3512,949
3512,2314
3512,3376
3512,11219
3512,13008
9560,1956
9560,5334
9560,9673
9560,9714
9560,13149
9560,190061
9560,191795
9560,229895
9804,270
9804,331
9804,1852
9804,4237
9804,4565
9804,34161
31611,4565
31611,11504
31611,208507
50797,1157
50797,10786
19155,345
19155,1262
19155,1946
19155,4747
19155,5950
19155,6805
19155,14659
19155,14819
19155,182045
19155,206119
76,811
76,813
76,814
76,815
76,816
76,1201
76,197528
76,215205
76,224279
76,233027
76,233055
11017,187056
37141,567
37141,1523
37141,2604
37141,8508
37141,13130
37141,159947
9382,740
9382,1253
9382,1849
9382,1926
9382,6054
9382,9713
9382,10180
9382,10685
9382,167043
6715,787
18256,3098
18256,178649
22625,3691
22625,4690
22625,10183
2292,1361
2292,3090
2292,179430
1909,5906
1909,9673
1909,11857
1909,14781
1909,15106
1909,180077
8984,6021
8984,6282
8984,10850
8984,34038
4954,949
4954,3543
4954,3800
4954,4679
4954,9937
10531,2587
10531,6460
10531,9137
10531,9748
10531,13005
10531,13006
10531,33740
11929,516
11929,703
11929,818
11929,1010
11929,2041
11929,2619
11929,9826
11929,9937
11929,10041
11929,11925
11929,12193
11929,13097
11929,18047
11929,33457
11929,207819
11929,212642
11929,212643
11929,212644
11929,212645
11929,212646
8467,1420
8467,2669
8467,5303
8467,6241
8467,8126
8467,9864
8467,11333
8467,14819
8467,15009
8467,18326
8467,159574
8467,160962
8467,167310
8467,167584
8467,167591
8467,167598
8467,167608
8467,167615
8467,167617
8467,167619
8467,215404
10451,1918
10451,2875
10451,5600
10451,13043
10451,18035
20156,1328
20156,2334
20156,2589
20156,10183
20156,156455
18395,293
18395,738
18395,2041
18395,9673
18395,11869
18395,155271
18395,155336
18395,158713
522,30
522,444
522,571
522,663
522,774
522,886
522,887
522,1950
522,2559
522,2792
522,2793
522,2794
522,6562
522,10338
522,10732
522,12670
522,18179
522,155167
522,162687
522,173594
522,180193
522,207716
522,232471
397,90
397,822
397,930
397,2519
397,2599
397,4544
397,5011
397,5334
397,6212
10525,90
10525,5720
10525,6496
10525,6711
10525,13072
10525,177216
27985,3593
27985,158416
15789,494
15789,2032
15789,4344
15789,6562
15789,7312
15789,14809
15789,157303
15789,166475
27303,9937
21183,494
21183,818
21183,5484
21183,11478
21183,13063
21183,15162
21183,187844
21183,238687
10954,380
10954,2199
10954,4001
10954,5565
10954,6384
10954,164920
14275,520
14275,1483
14275,2394
14275,2398
14275,3616
14275,6075
14275,6496
14275,8635
14275,10183
14275,33905
14275,33910
1024,456
1024,572
1024,1328
1024,1523
1024,2132
1024,2483
1024,2486
1024,2983
1024,9673
1024,9713
1024,9826
1024,10183
1024,10768
1024,10984
1024,14534
13701,1643
13701,164181
13701,164186
13701,164193
13701,164199
14819,2064
14819,5767
11777,1334
11777,2303
11777,3296
11777,4803
11777,8689
11777,155585
628,90
628,582
628,3133
628,3136
628,3143
628,4197
628,231407
6280,1009
6280,1279
6280,6007
6280,13149
6280,14760
6280,156810
6280,221297
6280,228611
6280,228637
6280,228638
9061,570
9061,577
9061,1196
9061,1992
9061,2463
9061,6139
9061,9748
9061,9937
37108,4379
37108,161155
37108,189151
6071,160488
11,803
11,4270
11,4271
11,10013
11,10016
11,10527
11,11107
11,11195
11,11196
11,13194
11,155336
11,160134
11,161176
11,163295
11,178710
11,178712
9587,894
9587,10707
9587,10721
9587,33513
9587,174566
9587,174570
9587,174571
9587,174584
9587,187056
19101,818
19101,964
19101,3551
19101,5248
19101,6271
19101,6731
19101,10873
19101,12663
19101,13014
19101,14636
19101,14864
19101,15300
19101,41172
19101,155402
19101,155619
19101,170344
19101,186797
19101,196727
49980,9673
49980,10103
49980,18035
49980,170154
18183,715
18183,931
18183,1156
18183,1918
18183,2940
18183,6038
18183,13027
18183,14768
18183,41607
18183,156597
18183,209987
18183,213202
4476,380
4476,680
4476,818
4476,2504
4476,5973
11008,2112
11008,4409
11008,5947
11008,6417
11008,9052
11008,11138
11008,162257
47504,8045
47504,10041
47504,232235
28313,456
28313,516
28313,641
28313,818
28313,919
28313,1009
28313,1751
28313,1803
28313,2393
28313,2434
28313,2438
28313,2488
28313,3012
28313,4056
28313,5153
28313,6230
28313,7638
28313,7856
28313,10131
28313,34094
11318,2011
11318,4152
11318,5565
11318,8250
11318,18130
3036,4005
3036,6737
3036,9714
24070,65
24070,171770
24070,172789
24070,187056
24070,192598
24070,207317
8986,549
8986,2005
8986,4750
8986,6517
8986,6593
8986,6664
8986,166462
10510,65
10510,271
10510,1605
10510,1991
10510,2081
10510,2618
10510,4896
10510,207317
8438,378
8438,1563
8438,2501
8438,3859
8438,10909
8438,33519
8438,207240
8438,207883
8438,211082
8438,215596
8438,223044
11593,2294
11593,4948
11593,8029
1945,936
1945,1578
1945,1608
1945,1646
1945,1889
1945,2171
1945,5650
1945,5774
1945,5922
1945,11268
1945,18035
241,625
241,736
241,1583
241,1584
241,2754
241,5600
241,8201
241,9701
241,9859
241,14819
241,206545
241,207691
9058,110
9058,131
9058,663
9058,815
9058,1332
9058,1820
527,30
527,100
527,236
527,331
527,567
527,570
527,941
527,1452
527,1551
527,2300
527,2320
527,2394
527,2658
527,2659
527,2660
527,2663
527,2667
527,3739
527,6267
527,9986
527,10183
527,10508
527,10766
527,11925
527,14819
527,15158
527,15237
527,33841
527,156052
18220,572
18220,1523
18220,2913
18220,9826
18220,12105
18220,14794
18220,14893
18220,187056
18220,190370
6950,1261
6950,1402
6950,3664
6950,6092
6950,8803
6950,15149
6950,17995
6950,158025
101,242
101,417
101,782
101,796
101,1465
101,1470
101,2356
101,2708
101,4613
101,9748
101,9826
101,9957
101,10226
101,10703
101,34117
101,207268
101,233083
101,233084
680,396
680,1411
680,2231
680,2792
680,4076
680,8627
680,9730
680,10104
680,11242
680,11423
680,11434
680,11435
680,11436
680,11442
680,11446
680,11447
680,14604
680,14707
40156,237
40156,1328
40156,6150
40156,10183
40156,11937
40156,14659
40156,14765
40156,158431
40156,172391
40156,179567
40156,187056
40156,207691
11450,2136
11450,2571
11450,2887
11450,2954
11450,3977
11450,5340
11450,7271
11450,8072
11450,9303
11450,10909
10452,3686
10452,8846
10452,9920
10452,10089
12106,75
12106,9748
12106,9930
12106,10950
12106,13132
3586,90
3586,922
3586,2619
3586,2863
3586,6805
3586,6878
3586,6879
3586,12193
3586,15479
110,934
110,1533
110,2863
110,4918
110,5259
110,5260
110,9935
110,15162
108,90
108,1233
108,4424
108,4549
108,5257
109,928
109,2039
109,3739
109,4480
109,21747
22586,7376
22586,10407
14334,10235
14334,14985
14334,158063
14334,186830
2636,1653
2636,9748
2636,159358
2164,3801
2164,3822
2164,8862
2164,11325
2164,11402
2164,11606
2164,12405
2164,41414
2164,159138
2164,160381
2164,163250
2164,163331
2164,163338
2164,163347
11395,65
11395,1441
11395,1991
11395,5011
11395,5570
11395,207317
278,378
278,417
278,796
278,2885
278,4779
278,8622
278,9777
278,12662
278,180172
278,207883
9905,1253
9905,1448
9905,2635
9905,2968
9905,9937
9905,10123
9905,155704
12527,237
12527,701
12527,2679
12527,3230
12527,9395
12527,10180
12527,11479
12527,12105
20306,10183
36614,237
36614,494
36614,5656
36614,5657
36614,10181
36614,10183
36614,11687
36614,12342
31439,395
31439,478
31439,516
31439,2109
31439,6917
9067,2535
9067,4565
9067,5484
9067,18034
9067,160129
9067,187056
9059,549
9059,2849
9059,2974
9059,4238
9059,9649
9059,10842
9059,11221
9059,15001
9059,175360
193,10988
193,34079
193,162410
193,162415
193,162429
25066,378
25066,516
25066,529
25066,796
25066,2394
25066,9706
25066,9707
25066,9826
25066,10700
25066,11719
25066,160322
12122,4862
12122,5331
12122,9535
12122,9951
12122,13149
12122,161891
32636,10183
32636,191826
36141,9807
36141,10183
36141,14828
1587,380
1587,791
1587,2029
1587,4129
1587,10041
1587,10183
9271,310
9271,803
9271,3249
9271,4286
9271,4563
9271,8440
9271,9819
9271,177258
2064,380
2064,520
2064,732
2064,1552
2064,2038
2064,5301
2064,5989
2064,11612
19855,422
19855,6733
19855,208349
236,30
236,1412
236,1566
236,1571
236,2038
236,2064
236,2065
236,2069
236,2070
236,2386
236,3925
236,5600
236,6054
48287,9713
48287,11663
48287,13088
48287,156801
48287,187056
48287,208721
3049,630
3049,6732
3049,155790
3049,208152
2759,237
2759,824
2759,1013
2759,4344
2759,4580
2759,5657
2759,17975
2759,193459
12635,4750
12635,164682
12635,164698
12635,164700
12635,164704
12635,164705
12635,164713
12635,164715
12635,164716
10497,1664
10497,2564
10497,2587
10497,2799
10497,4115
10497,5809
10497,5859
10497,6373
10497,178649
11382,1808
11382,2276
11382,6220
11382,10818
9331,441
9331,470
9331,502
9331,591
9331,720
9331,818
9331,840
9331,1589
9331,1812
9331,2148
9331,2149
9331,2532
9331,3045
9331,3070
9331,3074
9331,3547
9331,5265
9331,6091
9331,7336
9331,10175
9331,10410
9331,10950
9331,11106
9331,14819
9331,155723
9331,226620
10731,236
10731,380
10731,4009
10731,4508
10731,5301
10731,5340
10731,7255
10731,10909
10731,13142
10464,936
10464,5600
10464,6054
10464,10392
10464,17997
10464,160910
10464,187056
34152,577
34152,1228
34152,3017
34152,6979
34152,10041
34152,10183
34152,10508
34152,10616
34152,11093
9495,3335
9495,11363
9495,18021
29973,1480
29973,6075
29973,6165
888,554
888,931
888,2374
888,2393
888,2783
888,4428
888,4812
888,6054
888,12392
888,12616
13,422
13,458
13,791
13,795
13,818
13,2956
13,2957
13,6054
13,9673
13,10235
13,10624
13,157499
13,162365
13,162934
13,166980
13,180204
13,187844
13,208143
13,215492
712,213
712,699
712,1334
712,1459
712,1873
712,2038
712,3568
712,3577
712,3581
712,3582
712,3583
712,3584
712,3739
712,5347
712,6054
712,13027
712,236055
16295,12425
16295,14819
16295,171662
16295,171665
16295,171667
16295,171670
16295,171676
10879,918
10879,5440
10879,12193
10879,202401
10660,828
10660,8015
10660,208262
10660,208263
10714,958
10714,4809
10714,5650
10714,6731
10714,8775
10714,10468
10714,10787
10714,13072
8587,2143
8587,5276
8587,6464
8587,11326
8587,11436
8587,13084
8587,14767
8587,18136
8587,18153
1689,4476
1689,4558
1689,5484
1689,5722
1689,5723
1689,10183
11596,657
11596,1930
11596,3030
11596,3521
11596,4142
11596,6152
11596,6562
11596,6732
11596,9820
11596,10232
11596,11612
11596,12396
11596,47020
11596,156282
11596,160612
11596,161184
11596,166329
11596,170383
11596,179878
11596,212435
11596,225209
11596,232999
854,851
854,974
854,2422
854,6348
854,9903
854,156257
854,179101
9359,383
9359,787
9359,1582
9359,3799
9359,10322
9359,10562
9359,10988
9359,11073
9359,18083
9359,185589
23333,242
23333,567
23333,947
23333,5565
23333,9840
23333,10183
23333,163110
23333,187844
23333,207876
36593,1568
36593,11931
36593,208208
12280,242
12280,3664
12280,3836
12280,9574
12280,9826
2788,1253
2788,1873
2788,2200
2788,2249
2788,2566
2788,5865
2788,179781
2788,198673
10427,798
10427,1016
10427,2708
10427,10856
10427,207268
11011,18035
11011,175668
11011,175670
11011,175676
11011,175681
11011,175683
11011,175685
8987,1261
8987,1621
8987,1680
8987,2492
8987,5809
8987,7188
8987,8158
8987,15009
8987,233153
1637,258
1637,822
1637,992
1637,2776
1637,3306
1637,157251
15128,6078
15128,9673
15128,208323
8831,779
8831,4379
8831,10568
8831,175629
36955,470
36955,949
36955,1196
36955,1419
36955,1930
36955,2284
36955,3546
36955,4289
36955,161520
36955,167444
36955,167451
36955,167461
36955,167466
36955,167467
36955,206958
36955,217421
10449,1157
10449,1605
10449,18035
10449,33457
10449,40952
10395,596
10395,2499
10395,4197
10395,12564
12160,75
12160,395
12160,798
12160,1559
12160,4391
12160,5074
12160,6165
12160,9550
26352,1812
26352,2151
26352,14819
26352,14964
26352,155790
26352,222423
315,627
315,999
315,1663
315,1664
315,1930
315,10183
315,11034
315,18450
11667,407
11667,779
11667,1562
11667,5362
11667,7188
11667,10076
11667,15053
11667,41645
8011,233
8011,242
8011,388
8011,1629
8011,46958
2654,1415
2654,2340
2654,6018
2654,6255
2654,9937
2654,10308
2654,10738
2654,10818
2654,10941
2654,14765
2654,14819
2654,33505
2654,41380
2654,41393
2654,155435
2654,166701
2654,188994
2654,235266
18069,1019
18069,10183
18069,155291
18069,190078
19092,6075
2758,931
2758,1009
2758,1155
2758,1307
2758,1873
2758,2341
2758,5767
2758,6317
2758,6464
10436,213
10436,242
10436,4320
10436,9886
10436,10909
10436,207928
13595,1224
13595,5540
13595,18001
46094,6075
9409,4171
9409,8233
9409,13142
9409,41158
9409,155446
11853,293
11853,9748
11853,155573
11853,155658
11853,168405
11853,34009
11853,168416
11853,168418
11853,168422
16771,107
16771,3588
16771,10183
46924,3836
46924,189151
46924,212739
11041,5521
11041,10590
11041,10988
11041,12547
11041,14559
11041,163047
11041,187056
306,703
306,1568
306,3016
306,4230
306,5340
306,6110
306,9663
306,10084
306,10889
306,10950
306,11719
306,12371
306,12670
306,14601
306,14819
306,14967
306,15124
306,15483
306,41249
306,155582
306,156768
306,163047
306,167541
14522,2673
14522,2755
14522,187056
26203,15127
26203,164092
178,949
178,1680
178,2407
178,3537
178,5879
178,6029
178,6104
178,9748
178,11018
178,13027
178,14601
178,14819
178,33406
178,155530
178,157198
178,157251
178,179966
178,187844
178,206544
178,222423
178,226463
19819,6075
19819,6496
19819,8029
57834,1313
57834,3312
57834,9682
57834,9838
57834,10061
57834,10183
4722,1448
4722,4409
4722,9714
4722,9951
4722,10685
4722,13065
4722,14909
4722,15250
4722,161290
4722,161891
4722,200054
18215,1523
18215,1566
18215,1930
18215,2483
18215,9937
18215,10048
18215,13005
18215,13063
18215,159278
18215,187056
18215,206219
1607,395
1607,494
1607,577
1607,700
1607,924
1607,1797
1607,3149
